City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Descrption,Rain inches (last 3 hours),Snow inches (last 3 hours)
466,Talara,PE,2020-01-04 20:55:08,-4.58,-81.27,62.6,100,100,16.11,overcast clouds,0.0,0.0
467,Sal Rei,CV,2020-01-04 20:55:08,16.18,-22.92,71.6,64,24,16.11,dust,0.0,0.0
468,Kloulklubed,PW,2020-01-04 20:52:30,7.04,134.26,78.8,83,75,6.93,broken clouds,0.0,0.0
469,Arona,IT,2020-01-04 20:55:09,45.76,8.56,46.99,60,0,6.93,clear sky,0.0,0.0
470,Okha,RU,2020-01-04 20:55:09,53.59,142.95,1.74,94,95,17.54,overcast clouds,0.0,0.0
471,Kirakira,SB,2020-01-04 20:55:09,-10.46,161.92,80.55,84,63,10.96,light rain,0.19,0.0
472,Tamiahua,MX,2020-01-04 20:55:09,21.28,-97.45,67.42,56,0,14.18,clear sky,0.0,0.0
473,San Quintin,PH,2020-01-04 20:55:10,17.54,120.52,68.83,79,65,4.88,broken clouds,0.0,0.0
474,Nyagan,RU,2020-01-04 20:55:10,62.14,65.43,26.19,89,86,10.42,overcast clouds,0.0,0.0
475,Sorong,ID,2020-01-04 20:55:10,-0.86,131.25,72.54,97,100,1.63,light rain,0.13,0.0
476,Pisco,PE,2020-01-04 20:55:10,-13.71,-76.2,75.0,30,89,21.92,overcast clouds,0.0,0.0
477,Nhulunbuy,AU,2020-01-04 20:55:10,-12.18,136.78,80.6,78,100,3.36,overcast clouds,0.0,0.0
478,Razdolinsk,RU,2020-01-04 20:55:11,58.42,94.62,8.26,98,100,7.96,overcast clouds,0.0,0.0
479,Manutuke,NZ,2020-01-04 20:55:11,-38.68,177.91,64.0,58,5,3.0,clear sky,0.0,0.0
480,Umm Lajj,SA,2020-01-04 20:50:20,25.02,37.27,53.22,60,0,8.86,clear sky,0.0,0.0
481,Sao Miguel Do Tapuio,BR,2020-01-04 20:55:11,-5.5,-41.32,74.35,92,100,4.65,moderate rain,6.69,0.0
482,Mantenopolis,BR,2020-01-04 20:55:11,-18.86,-41.12,73.56,92,100,3.94,light rain,1.5,0.0
483,Guane,CU,2020-01-04 20:55:12,22.2,-84.09,82.31,71,13,11.97,light rain,0.19,0.0
484,Fuengirola,ES,2020-01-04 20:55:12,36.54,-4.62,59.0,77,75,11.41,broken clouds,0.0,0.0
485,Cockburn Town,TC,2020-01-04 20:50:56,21.46,-71.14,82.4,69,40,16.11,scattered clouds,0.0,0.0
486,Ola,RU,2020-01-04 20:53:23,59.58,151.3,15.46,78,52,16.46,broken clouds,0.0,0.0
487,Yerofey Pavlovich,RU,2020-01-04 20:55:13,53.97,121.97,-7.89,93,82,2.33,broken clouds,0.0,0.0
488,Biloela,AU,2020-01-04 20:55:13,-24.4,150.51,69.39,72,0,5.23,clear sky,0.0,0.0
489,Sharjah,AE,2020-01-04 20:55:13,25.36,55.39,73.4,49,0,8.05,clear sky,0.0,0.0
490,Altar,MX,2020-01-04 20:55:13,30.72,-111.84,70.0,34,41,1.99,scattered clouds,0.0,0.0
491,Cabedelo,BR,2020-01-04 20:55:14,-6.97,-34.84,82.4,69,20,11.41,few clouds,0.0,0.0
492,Saint-Joseph,FR,2020-01-04 20:55:15,43.56,6.97,52.0,93,0,4.7,clear sky,0.0,0.0
493,Asuncion,PY,2020-01-04 20:55:15,-25.3,-57.63,93.2,46,75,4.7,broken clouds,0.0,0.0
494,Alta Floresta,BR,2020-01-04 20:55:16,-9.87,-56.08,86.0,66,40,3.36,scattered clouds,0.0,0.0
495,Chitipa,MW,2020-01-04 20:55:16,-9.7,33.27,63.3,89,94,2.82,overcast clouds,0.0,0.0
496,Damghan,IR,2020-01-04 20:55:17,36.17,54.34,38.57,88,98,6.67,light rain,0.25,0.0
497,Ciudad Bolivar,VE,2020-01-04 20:55:17,8.12,-63.55,88.7,39,1,9.91,clear sky,0.0,0.0
498,Hobyo,SO,2020-01-04 20:55:18,5.35,48.53,77.72,81,0,14.45,clear sky,0.0,0.0
499,Zabaykalsk,CN,2020-01-04 20:55:18,49.64,117.33,6.55,74,48,3.04,scattered clouds,0.0,0.0
500,Buala,SB,2020-01-04 20:52:56,-8.15,159.59,82.56,79,87,7.29,overcast clouds,0.0,0.0
501,Sandnessjoen,NO,2020-01-04 20:55:19,66.02,12.63,32.0,61,75,9.17,light shower snow,0.0,0.0
502,Kampene,CD,2020-01-04 20:55:21,-3.59,26.67,69.82,97,100,0.09,light rain,0.13,0.0
503,Ostrovnoy,RU,2020-01-04 20:55:21,68.05,39.51,24.31,86,100,25.72,light snow,0.0,0.63
504,Champerico,MX,2020-01-04 20:55:22,16.38,-93.6,73.4,56,75,23.04,broken clouds,0.0,0.0
505,Teshie,GH,2020-01-04 20:55:22,5.58,-0.11,78.8,50,48,4.7,scattered clouds,0.0,0.0
506,Kampot,KH,2020-01-04 20:55:23,10.62,104.18,75.2,83,20,3.36,few clouds,0.0,0.0
507,Myitkyina,MM,2020-01-04 20:55:23,25.38,97.4,56.37,98,86,3.02,light rain,1.19,0.0
508,Maturin,VE,2020-01-04 20:55:24,9.75,-63.18,81.97,61,0,7.05,clear sky,0.0,0.0
509,Wageningen,NL,2020-01-04 20:55:25,51.98,5.66,46.0,100,75,4.7,mist,0.0,0.0
510,Pacific Grove,US,2020-01-04 20:50:29,36.62,-121.92,63.0,67,1,5.82,clear sky,0.0,0.0
511,Grants Pass,US,2020-01-04 20:51:00,42.44,-123.33,48.99,81,75,4.7,broken clouds,0.0,0.0
512,Iracoubo,GF,2020-01-04 20:55:27,5.48,-53.21,79.81,80,100,14.85,light rain,0.63,0.0
513,Srivardhan,IN,2020-01-04 20:55:27,18.03,73.02,67.35,80,0,6.49,clear sky,0.0,0.0
514,College,US,2020-01-04 20:55:28,64.86,-147.8,-29.2,73,71,3.24,broken clouds,0.0,0.0
515,Broken Hill,AU,2020-01-04 20:55:28,-31.97,141.45,66.2,34,41,24.16,scattered clouds,0.0,0.0
516,Kenai,US,2020-01-04 20:55:29,60.55,-151.26,0.0,75,1,3.36,clear sky,0.0,0.0
517,Babaeski,TR,2020-01-04 20:55:29,41.43,27.09,37.58,55,51,2.37,broken clouds,0.0,0.0
518,Gien,FR,2020-01-04 20:55:29,47.69,2.63,45.0,88,99,5.93,overcast clouds,0.0,0.0
519,Hargeysa,SO,2020-01-04 20:52:21,9.56,44.06,63.81,75,13,7.63,few clouds,0.0,0.0
520,Bulgan,MN,2020-01-04 20:55:29,48.81,103.53,3.11,81,100,5.88,overcast clouds,0.0,0.0
521,Bay Roberts,CA,2020-01-04 20:55:30,47.58,-53.28,34.0,97,90,12.75,light shower snow,0.0,0.0
522,Samalkot,IN,2020-01-04 20:55:30,17.05,82.18,69.66,96,1,6.53,clear sky,0.0,0.0
523,Port Blair,IN,2020-01-04 20:55:30,11.67,92.75,81.05,74,98,9.51,overcast clouds,0.0,0.0
524,Outlook,CA,2020-01-04 20:55:30,51.48,-107.04,38.62,75,100,16.24,overcast clouds,0.0,0.0
525,Akdagmadeni,TR,2020-01-04 20:55:31,39.66,35.88,22.05,96,99,1.63,light snow,0.0,0.25
526,Port-Gentil,GA,2020-01-04 20:55:31,-0.72,8.78,78.8,100,40,4.7,thunderstorm,0.0,0.0
527,Ketchikan,US,2020-01-04 20:55:31,55.34,-131.65,33.8,86,90,23.04,light rain,0.0,0.0
528,Esfarayen,IR,2020-01-04 20:55:31,37.08,57.51,33.8,69,73,4.7,light snow,0.0,0.13
529,Quatre Cocos,MU,2020-01-04 20:52:50,-20.21,57.76,78.01,94,75,2.24,broken clouds,0.0,0.0
530,Mondlo,ZA,2020-01-04 20:55:32,-27.96,30.72,68.67,71,99,3.51,overcast clouds,0.0,0.0
